222270	chef(fe) de section - ressources informationnelles spvm	section head - SPVM information resources
222280	chef(fe) de division - negociateur(-trice) en chef adjoint(e)	division chief - deputy chief negotiator
222320	chef(fe) de section - gestion de la formation	section head - training management
222330	chef(fe) de division - gouvernance et normalisation	Head of Division - Governance and Standardization
222340	chef(fe) de division - inspection et entretien	division head - inspection and maintenance
222350	chef(fe) de section - escouade mobilite	section leader - mobility squad
222360	chef(fe) - verification et evaluation (spvm)	Head of Verification and Evaluation (SPVM)
222370	chef(fe) de section - solutions et experiences d apprentissage	Section Head - Learning Solutions and Experiences
222380	chef(fe) de division - strategies et projets corporatifs rh	Division Manager - HR Corporate Strategies and Projects
222400	chef(fe) de section - programmes financiers	section head - financial programs
222410	chef(fe) de section - services conseils en prevention	section head - prevention advisory services
222420	chef(fe) de section - audit des immeubles municipaux	section head - municipal building audit
222430	chef(fe) de section - gestion de la formation et centre     maxim eau	section head - training management and maxim water center
222440	chef(fe) de section - etudes techniques	section head - technical studies
222450	chef(fe) de section - administration de contrats	section head - contract administration
222500	chef(fe) de section - informations policieres et mandats	section head - police information and warrants
222530	chef(fe) de division - gestion immobiliere en arrondissement	head of division - district property management
222550	directeur(-trice) adjoint(e) chef(fe) aux operations (ville-marie)	Deputy Director, Head of Operations (Ville-Marie)
222560	chef(fe) de section - communications	section head - communications
222580	chef(fe) de division - batiments equipements installations	division head - buildings, equipment, installations
222590	chef(fe) de section - inspection salubrite	section head - health inspection
222600	superviseur(e) inspection environnement	environmental inspection supervisor
222610	chef(fe) de division - centre de securite civile	division head - civil security center
222630	chef(fe) de section - transition ecologique et planification de l entretien	section head - ecological transition and maintenance planning
222650	chef(fe) de projet - equipe enquete covid	project manager - covid investigation team
222660	chef(fe) de division - intelligence d affaires et geomatique	division head - business intelligence and geomatics
222670	chef(fe) de section - ingénierie de procédés et laboratoires	section head - process engineering and laboratories
222700	chef(fe) de section - ateliers et equipements	section head - workshops and equipment
222730	chef(fe) de division - entretien de l eclairage et feux de circulation (arr. rosemont)	Division Manager - Lighting and Traffic Light Maintenance (Rosemont District)
222740	chef(fe) de division - signalisation, marquage de la chaussee (arrondissement rosemont)	Division Head - Signaling, Road Marking (Rosemont Borough)
222760	chef(fe) de section - biodiversite	section head - biodiversity
222770	chef(fe) de section - innovation, recherche et information (service de l eau)	head of section - innovation, research and information (water service)
222780	chef(fe) de division - intelligence affaires sociales optimisation	Head of Division - Social Business Intelligence Optimization
222790	chef(fe) de division - gestion contractuelle et opérationnelle des travaux municipaux	Head of Division - Contractual and Operational Management of Municipal Works
222800	chef(fe) de division - planification strategique	Head of Division - Strategic Planning
222810	chef(fe) de section - planification strategique et affaires corporatives	Section Head - Strategic Planning and Corporate Affairs
222830	chef(fe) de section - conseil a la gestion et suivi de projets	section head - project management and monitoring advice
222840	chef(fe) de section - soutien technique pour les sols contamines	section head - technical support for contaminated soils
222850	chef(fe) de division - gestion parc vehicules, equipements et planification operationnelle	division head - vehicle fleet management, equipment and operational planning
222860	chef(fe) de section - ateliers specialises (mra)	section head - specialized workshops (mra)
222870	chef(fe) de division - ingenierie et strategies d investissements	Division Head - Engineering and Investment Strategies
222880	chef(fe) de division - developpement economique	head of division - economic development
222890	chef(fe) de section - soutien aux operations economiques	section head - support for economic operations
222910	chef(fe) de section - services administratifs (materiel roulant atelier)	section head - administrative services (rolling stock workshop)
222920	chef(fe) de division - planification des effectifs	division head - workforce planning
222940	chef(fe) de division - gestion du changement et accompagnement aux transformations	Head of Division - Change Management and Transformation Support
222950	chef(fe) de division - relations avec les partenaires	Head of Division - Partner Relations
222970	chef(fe) de section - mandats et rapports du citoyen	section head - citizen mandates and reports
222980	chef(fe) de division - reseau des maisons de la culture	Head of Division - Network of Cultural Centers
222990	chef(fe) de division - experience citoyenne	division head - citizen experience
223000	chef(fe) de section - redaction et mesures d urgence	section head - drafting and emergency measures
223010	chef(fe) de division - communications spvm	division head - spvm communications
223020	chef(fe) de division - systèmes et projets	Division Manager - Systems and Projects
223030	chef(fe) section - mise en serv. véhicules, entretien postes carburant et projets spéciaux	section head - vehicle commissioning, fuel station maintenance and special projects
223040	chef(fe) de section - arrimages et projet transfo rh	section head - docking and HR transformation project
223050	chef(fe) d atelier - entretien	workshop manager - interview
223060	chef(fe) de division - planification,ress.informationnelles	Head of Division - Planning, Information Resources
223070	chef(fe) de section-bâtiments,équipements et installations	section head - buildings, equipment and installations
223090	chef(fe) de section - respect de la personne	section head - respect for the person
223100	chef(fe)de section - rémunération	section head - remuneration
223120	chef(fe) de division - intégrité et services externes	Head of Division - Integrity and External Services
223130	chef(fe) de division - perception des amendes	head of division - fine collection
223140	chef(fe) de section - mesures particulières d exécution	section head - special enforcement measures
223150	chef(fe) de division - formation (concertation des arr.)	head of division - training (consultation of the districts)
223170	chef(fe) de division - mobilité (sca)	Head of Division - Mobility (SCA)
223180	chef(fe) de section - pépinière et renforcement canopée	section head - nursery and canopy reinforcement
223190	chef(fe) de division - developpement urbain	head of division - urban development
223200	chef(fe) de division - projets speciaux et centre d expertise en maintenance	Division Manager - Special Projects and Maintenance Expertise Center
223210	chef(fe) de division - conception_et construction	division head - design and construction
223240	administrateur senior - régimes de retraite	senior administrator - pension plans
223250	chef(fe) de section gestion des services administratifs	head of administrative services management section
223260	chef(fe) de division - revue des activites de la ville	division head - review of city activities
223270	chef(fe) de section - station nouveau depart	section leader - new departure station
223300	chef(fe) de division - developpement des grands projets de transport en partenariat	Head of Division - Development of Major Transport Projects in Partnership
223370	chef(fe) de division - gouvernance, gestion des risques,    des projets et des actifs	Head of Division - Governance, Risk, Project and Asset Management
223400	conseiller(-ere) en ressources humaines - stratégie et inclu	human resources advisor - strategy and inclusive
223450	chef(fe) de section - planification logistique	section head - logistics planning
223460	chef(fe) de section - gestion des données   projets	section head - project data management
223490	chef(fe) de division transactions immobilières	head of real estate transactions division
223500	chef(fe) de section - systemes et services arrondissements	section head - district systems and services
223510	chef(fe) de section - transactions immobilières	section head - real estate transactions
223520	chef(fe) de section - évaluation immobilière	section head - real estate appraisal
223530	chef(fe) de division - laboratoire d innovation urbaine	head of division - urban innovation laboratory
223540	chef(fe) de section - analyses immobilières	section head - real estate analysis
223580	chef(fe) de section résidentielle - évaluation foncière	residential section manager - property assessment
223670	chef(fe) - bureau de l ombudsman	head - ombudsman office
223690	chef(fe) de division - relations avec les citoyens et développement économique	Division Head - Citizen Relations and Economic Development
223700	chef(fe) de division - chaine logistique	division manager - supply chain
223720	chef(fe) de section - informations financieres	section head - financial information
223730	chef(fe) de section - consultation citoyenne et relations avec la communauté (ville-marie)	Section Head - Citizen Consultation and Community Relations (Ville-Marie)
223740	chef(fe) de section - planification et grands projets	section head - planning and major projects
223760	chef(fe) de bureau - office de consultation publique de montreal	office manager - Montreal public consultation office
223780	chef(fe) de section - service administratif ssi	section head - ssi administrative service
223790	chef(fe) de division - affaires publiques et mesures d urgence	Head of Division - Public Affairs and Emergency Measures
223800	chef(fe) de section - relations de presse et logistique	section head - press relations and logistics
223810	chef(fe) de division - partenariats et interventions territoriales	Head of Division - Partnerships and Territorial Interventions
223830	chef(fe) de section - verification des factures et demande de paiement	section head - invoice verification and payment request
223940	chef(fe) de section - experience client eplv	section manager - eplv customer experience
223960	chef(fe) de section - centre opérationnel	section head - operational center
224020	chef(fe) de division - planification stratégique   performance	Head of Division - Strategic Planning Performance
224030	contremaitre(-tresse) réseaux d eau	water network foreman
254310	chef(fe) de section - chimie environnementale et controle de la qualite de l eau	section head - environmental chemistry and water quality control
254770	c/m  a l operation des usines  de production d eau	c/m to the operation of water production plants
254790	c/m  des operations aux cesm	c/m of operations at the cesm
255710	c/m  - horticult.   parcs	c/m - horticultural parks
255720	c/m  horticult. champetre ou abrite - pepin.   parc floral	c/m horticult. champetre or shelter - pepin. floral park
270610	chef(fe) aux operations - sim	operations manager - sim
270620	chef(fe) de division - securite incendie de montreal	Division Chief - Montreal Fire Safety
283120	chef(fe) de division - planification des strategies residentielles	Division Head - Residential Strategy Planning
284220	chef(fe) de section - application de la reglementation du stationnement	section head - parking regulations enforcement
284430	gerant(e) - surveillance du stationnement	manager - parking surveillance
284720	c/m installation   de depannage en eclairage   signalisation	c/m installation of troubleshooting in lighting and signaling
300630	agronome	agronomist
300640	conseiller(-ere) recettes fiscales	tax revenue advisor
300650	animateur(-trice) institutions scientifiques	facilitator of scientific institutions
301310	charge(e) de projets - genie - stle	project manager - engineering - style
301420	charge(e) du protocole   de l accueil	reception protocol officer
301730	coordonnateur(-trice) - securite publique	coordinator - public safety
301800	conseiller(-ere) a l accueil au protocolee	reception advisor at the protocol office
302240	conseiller(-ere) en planification	planning advisor
302400	chef(fe) de division - secretariat aux commissions	head of division - committee secretariat
302420	chef(fe) de division - gestion des rentes	division head - pension management
302430	chef(fe) de section - services aux participants	Section Head - Participant Services
302440	c/d comptabilisation des transactions financieres	c/d accounting of financial transactions
302450	chef(fe) de division - gestion des paiements de factures et des taxes de vente	Division Manager - Invoice Payment and Sales Tax Management
302460	chef(fe) de division - facturation	division manager - billing
302470	chef(fe) de section - revenus	section head - income
303340	conseiller(-ere) scientifique	scientific advisor
303350	museologue	museologist
303360	agent(e) de marketing	marketing agent
304110	commissaire - a la culture	Commissioner for Culture
304330	conseiller(ere) en planification technologique	technology planning advisor
304350	conseiller(-ere) en telecommunications equipementss	telecommunications equipment advisor
304360	administrateur(-trice) principal(e) - bases de donnees (dba)	Senior Database Administrator (DBA)
304380	agent(e) de gestion en telecommunications equipements	telecommunications equipment management agent
304410	conseiller(-ere) en planification budgetaire	budget planning advisor
304550	agent(e) de developpement culturel	cultural development agent
305110	commissaire - developpement economique	Commissioner - Economic Development
305170	commissaire adjoint(e) - developpement economique	Deputy Commissioner - Economic Development
305210	conseiller(-ere) economique	economic advisor
306210	conseiller(-ere) aux affaires internationales	international affairs advisor
307930	avocat(e) en droit du travail	labor law attorney
315910	officier(-iere) de securite	security officer
342410	charge(e) du cont. des gestionnaires ext.   des fiduciaires	responsible for the control of external managers of trustees
344210	conseiller(-ere) budgetaire	budget advisor
345210	conseiller(-ere) en gestion des ressources financieres	financial resources management advisor
345220	conseiller(-ere) en gestion - finances	management consultant - finances
345240	agent(e) de gestion des ressources financieres   materielles	material financial resources management agent
345290	agent(e) de programmes educatifs	educational programs officer
345310	conseiller(-ere) en gestion des ressources financieres - c/e	financial resources management advisor - c/e
345510	agent(e) de gestion des ressources financieres	financial resources management agent
346440	charge(e) du financement	finance manager
355210	agent(e) de programmation   d activites - planetarium	activity programming agent - planetarium
367210	conseiller(-ere) en developpement communautaire	community development advisor
382210	conseiller(-ere) - evaluation fonciere	land valuation advisor
382410	conseiller(-ere) en developpement - habitation	development advisor - housing
383410	charge(e) de projets - urbanisme	project manager - urban planning
392430	conseiller(-ere) en finances	financial advisor
395920	concepteur(-trice) realisateur(-trice) programme de formation	designer/director training program
399910	secretaire- recherchiste	secretary-researcher
400000	conseiller(-ere) en affaires interculturelles	intercultural affairs advisor
400010	conseiller(-ere) analyse - controle de gestion	analysis advisor - management control
400040	notaire	notary
400140	chimiste (avant le 1-12-1994) cum	chemist (before 1-12-1994) cum
400150	conseiller(-ere) en communication	communications advisor
400200	ingenieur(e) (avant le 07-12-1994) cum	engineer (before 07-12-1994) cum
400390	ingenieur(e) conseiller(ere) technique	technical advisor engineer
400410	evaluateur(-trice) regional(e)	regional evaluator
400420	evaluateur(-trice) commercial(e)	commercial evaluator
400430	conseiller(-ère) en approvisionnement	procurement advisor
400440	charge(e) de communication - responsable d activités	communications officer - activities manager
400460	conseiller(-ere) en securite de l information	information security advisor
400480	psychologue-cum	psychologist-cum
400500	bibliothecaire	librarian
400530	conseiller(-ère) aux rôles d évaluation	assessment role advisor
400550	agent(e) de conservation des collections vegetales et phytoprotection	plant collection conservation and phytoprotection agent
400560	bibliothécaire responsable	responsible librarian
400580	conseiller(-ere) à l ombudsman	ombudsman advisor
400590	chargé(e)projet-grand projet	project manager - major project
400600	vérificateur(-trice) principal(e)	principal auditor
400610	conseiller(-ere) principal(e) contrôle de la qualité	senior quality control advisor
400620	contrôleur(-euse) de projet	project controller
400630	conseiller(-ere) artistique - communications corporatives	artistic advisor - corporate communications
400640	conseiller(-ere) en communications corporatives	corporate communications advisor
400650	professionnel(le)(domaine d expertise)-chef d équipe	professional (area of ​​expertise) - team leader
400690	designer graphique	graphic designer
400700	conseiller(-ere) norm.compt.et certification	accounting standards and certification advisor
400710	arpenteur (-euse)-géomètre junior	junior land surveyor
400730	conseiller(-ere)-bureau des régimes de retraite	advisor - pension plans office
400740	conseiller(-ere) en gestion-régimes de retraite	pension plan management advisor
400750	conseiller(-ere) - expérience utilisateur	user experience advisor
400760	conseiller(-ere) - conversation citoyenne	advisor - citizen conversation
400770	conseiller(-ere) - experience client	customer experience advisor
400790	architecte ti de solutions	IT solutions architect
400800	profil - 400790 - infrastructure	profile - 400790 - infrastructure
400810	profil - 400790 - securite	profile - 400790 - security
400820	profil - 400790 - telecommunications	profile - 400790 - telecommunications
400830	profil - 400790 - bureautique	profile - 400790 - office automation
400840	profil - 400790 - logiciel	profile - 400790 - software
400970	charge(e) de projets principal(e) ti	senior IT project manager
400980	conseiller(-ere) sciences environnement ou aliments	environmental or food science advisor
400990	ingenieur(e) forestier(-iere)	forestry engineer
401000	charge(e) d expertise et de pratique_principal(e)	principal expert and practice officer
401010	profil - 401000 - sourçage ti	profile - 401000 - ti sourcing
401020	profil - 401000 - amelioration continue	profile - 401000 - continuous improvement
401030	profil - 401000 - ux-ui	profile - 401000 - ux-ui
401040	profil - 401000 - geomatique	profile - 401000 - geomatics
401050	profil - 401000 - gouvernance en securite de l information et gestion des risques	profile - 401000 - information security governance and risk management
401060	profil - 401000 - certification en securite de l information	profile - 401000 - information security certification
401080	profil - 401000 - solutions d affaires	profile - 401000 - business solutions
401090	profil - 401000 - methodologies de livraison de projets	profile - 401000 - project delivery methodologies
401110	profil - 401000 - solution ti en securite publique	profile - 401000 - IT solution in public security
401120	profil - 401000 - partenariats ti	profile - 401000 - IT partnerships
401130	developpeur(-euse)/concepteur(-trice)	developer/designer
401140	profil - 401130 - frontale	profile - 401130 - frontal
401150	profil - 401130 - dorsale	profile - 401130 - dorsal
401160	developpeur(-euse)/concepteur(-trice) principal(e)	lead developer/designer
401170	profil - 401160 - frontale	profile - 401160 - frontal
401180	profil - 401160 - dorsale	profile - 401160 - dorsal
401190	administrateur(-trice) reseaux de telecommunications	telecommunications network administrator
401200	administrateur(-trice) principal(e) - réseaux de telecommunications	senior administrator - telecommunications networks
401210	charge(e) de projets ti	IT project manager
401220	profil -401200- telecommunications	profile -401200- telecommunications
401230	profil -401200- reseautique	profile -401200- networking
401250	profil -401190- telecommunications	profile -401190- telecommunications
401270	administrateur(-trice) - infrastructure, plateforme et stockage	administrator - infrastructure, platform and storage
401280	profil 1 -401270-	profile 1 -401270-
401290	profil 2 -401270-	profile 2 -401270-
401300	administrateur(-trice) principal(e) - infrastructures, plateforme et stockage	Senior Administrator - Infrastructure, Platform and Storage
401310	profil 1 -401300-	profile 1 -401300-
401320	profil 2 -401300-	profile 2 -401300-
401330	analyste d affaires	business analyst
401370	analyste d affaires - conseil	business analyst - consulting
401430	profil-304360-multiplateformes	profile-304360-multiplatform
401460	profil - 401160 - géomatique principal	profile - 401160 - main geomatics
401480	analyste ti	IT analyst
401490	analyste ti principal	senior IT analyst
401500	profil-401480-connectivité	profile-401480-connectivity
401510	profil-401490-connectivité	profile-401490-connectivity
401520	profil-401480-géomatique	profile-401480-geomatics
401530	profil-401490-géomatique	profile-401490-geomatics
401540	profil-401000-liaisons,interventions et gouvernance ti	profile-401000-links, interventions and IT governance
401550	chargé(e) d expertise et de pratique - conseil	expert and practice manager - consultancy
401560	conseiller(-ere) en marketing	marketing consultant
401570	conseiller(-ere) principal(e) en architecture d affaires	senior business architecture advisor
401580	analyste d affaires principal(e) - projets conseil strategique	Senior Business Analyst - Strategic Consulting Projects
401620	gestionnaire de projets immobiliers	real estate project manager
401630	charge(e) expertise et analyse	expertise and analysis manager
401640	chargé(e) de programmes ti	IT program manager
402020	ingenieur(e) prepose(e) a la planification	engineer responsible for planning
402030	ingenieur(e) charge(e) de planification	planning engineer
402040	microbiologiste	microbiologist
402860	conseiller(-ere) en amenagement	planning advisor
402890	conseiller(-ere) en amenagement- c/e	development advisor - c/e
403820	analyste en gestion de documents   archives	document management analyst
406810	charge(e) de communication	communications officer
407410	avocat(e) 1	lawyer 1
407490	stagiaire du barreau	bar intern
407510	procureur(e)	prosecutor
411810	conseiller(-ere) aux normes	standards advisor
433810	agent(e) de systemes de gestion	management systems agent
433820	conseiller(-ere) en systemes de gestion	management systems advisor
451010	candidat(e) à la profession d ingénieur(e) cpi	candidate for the profession of engineer (cpi)
451020	ingenieur(e)	engineer
451060	conseiller(-ere) technique - ingenieur(e)	technical advisor - engineer
451080	ingenieur(e) - c/e	engineer - c/e
451090	ingenieur(e) - chef de groupe	engineer - group leader
451110	ingenieur(e) de section	section engineer
453730	arpenteur(-euse) geometre	land surveyor
453750	arpenteur(-euse) geometre - c/e	land surveyor - c/e
455810	architecte paysagiste	landscape architect
455830	architecte paysagiste - c/e	landscape architect - c/e
457720	chimiste	chemist
457740	chimiste - c/e	chemist - c/e
469610	medecin veterinaire	veterinarian
469810	entomologiste	entomologist
482810	conseiller(-ere) en immobilier expertise immobiliere	real estate advisor real estate expertise
483200	stagiaire en architecture	architecture intern
483230	architecte	architect
483250	architecte - planification	architect - planning
483320	architecte - c/e	architect - c/e
492810	conseiller(-ere) en ressources documentaires	documentary resources advisor
499810	agent(e) de recherche	research agent
500000	pompier(-iere)	firefighter
500010	lieutenant(e)	lieutenant
500030	lieutenant(e) prepose(e) a l entretien	lieutenant maintenance attendant
500040	capitaine prepose(e) a l entretien	maintenance captain
500060	lieutenant(e) instructeur(-trice)	lieutenant instructor
500070	capitaine instructeur(-trice)	instructor captain
500110	lieutenant(e) enqueteur(-euse)	lieutenant investigator
500120	capitaine enqueteur(-euse)	investigating captain
500140	lieutenant(e) prepose(e) a la planification des secours	lieutenant in charge of emergency planning
501380	agent(e) police	police officer
501390	cadet policier	police cadet
501540	auxiliaire-soutien	auxiliary support
501550	cadet policier circulation	traffic police cadet
572110	capitaine	captain
600000	prepose(e) au reseau de captage du biogaz	biogas capture network attendant
600030	employe(e) de restaurant	restaurant employee
600090	agent(e) de securite - classe 1	security officer - class 1
600120	agent(e) de securite - telecommunications	security agent - telecommunications
600190	"chauffeur(-euse) de vehicules motorises classe ""c"""	"driver of class ""c"" motor vehicles"
600210	conducteur(-trice) trains miniatures embarcations a moteur	miniature train driver for motorboats
600320	prepose(e) a l application de peinture	paint application attendant
600440	aide jardinier(-iere)	gardener's assistant
600470	prepose(e) a l entretien - sports   loisirs	maintenance attendant - sports and leisure
600490	prepose(e) a la reception a l expedition	shipping reception attendant
600530	prepose(e) aux travaux generaux	general works attendant
600540	surveillant(e) de serres	greenhouse supervisor
600560	agent(e) de securite- classe 2	security officer - class 2
600670	traceur(-euse) de ligne sur la chaussee	road line marker
600680	aide mecanicien(ne) en tuyauterie - refrigeration	pipe mechanic's assistant - refrigeration
600770	ouvrier(-iere) des eaux de l assainissementt	sanitation water worker
600790	prepose(e) au service - laboratoire	service attendant - laboratory
600810	operateur(-trice) d appareils motorises c	motorized device operator c
600850	prepose(e) au service - installations sportives	service attendant - sports facilities
600960	prepose(e) au service - voie publique	service attendant - public highway
601040	poseur(-euse) de revetements souples	flexible flooring installer
601110	charge(e) des travaux d asphaltage(*)	asphalt work manager(*)
601130	"chauffeur(-euse) operateur(-trice) d appareils motorises ""b"""	"driver/operator of motorized devices ""b"""
601140	prepose(e) - materiel et montage (evenements)	attendant - equipment and assembly (events)
601160	jardinier(-iere)	gardener
601190	calorifugeur(-euse)	insulator
601230	technicien(ne) en soins animaliers	animal care technician
601250	"egoutier(-iere) chauffeur(-euse) ""vactor"""	"drainer (-iere) driver (-euse) ""vactor"""
601260	jardinier(-iere) - jardin botanique ou regions chauffeur(-euse)	gardener - botanical garden or regions driver
601270	mecanicien(ne) d accessoires	accessories mechanic
601280	mecanicien(ne) serrurier(-iere)	mechanic locksmith
601300	peintre	painter
601320	tuyauteur(-euse)	pipefitter
601360	depanneur(-euse)	repairman
601410	mecanicien(ne) de portes mobiles	mobile door mechanic
601420	operateur(-trice) d appareils motorises a	motorized device operator
601470	rembourreur(-euse)	upholsterer
601480	elagueur(-euse)	pruner
601510	menuisier(-iere)	carpenter
601520	ouvrier(-iere) en charge et chauffeur(-euse) - eaux et assainissement	worker in charge and driver - water and sanitation
601540	platrier(-iere)	plasterer
601600	briqueteur(-euse)-macon(ne)	bricklayer-mason
601630	horticulteur(-trice)	horticulturist
601640	moniteur(-trice) examinateur(-trice)	monitor examiner
601670	mecanicien(ne) entretien - eau potable	maintenance mechanic - drinking water
601680	mecanicien(ne) electricien(ne)	mechanic electrician
601690	mecanicien(ne) en tuyauterie - chauffage	pipe mechanic - heating
601720	plombier(-iere)	plumber
601730	reparateur(trice) d appareils sous pression	pressure vessel repairer
601790	ferblantier(-iere) couvreur(-euse)	tinsmith roofer
601810	horticulteur(-trice) chauffeur(-euse)	horticulturist driver
601830	frigoriste - tuyauteur(-euse)	refrigeration engineer - pipefitter
601840	mecanicien(ne) soudeur(-euse)	welder mechanic
601850	peintre restaurateur(-trice)	painter restorer
601860	électrotechnicien(ne) - espace pour la vie	electrician - space for life
601870	serigraphe	screen printer
601880	soudeur(-euse)	welder
601920	electricien(ne) - batiments	electrician - buildings
601940	poseur(-euse) d appareils de chauffage	heating appliance installer
601950	formateur(-trice)	trainer
602000	electricien(ne) - transmission distribution	electrician - transmission distribution
602020	electronicien(ne)-sonorisation et eclairage	electronics engineer - sound and lighting
602070	electrotechnicien(ne)	electrician
602090	outilleur(-euse)	toolmaker
602100	electricien(ne) d usines - entretien operationon	factory electrician - maintenance operations
602110	electrotechnicien(ne) - electronique telecommunicationsns	electrotechnician - electronics telecommunications
602160	travailleur(-euse) de metal en feuilles	sheet metal worker
602200	electricien(ne) - eclairage	electrician - lighting
602210	electricien(ne) - feux de circulation	electrician - traffic lights
602230	prepose(e) a l entretien de l equipement de perception et a la cueillette des parcometres	attendant responsible for the maintenance of collection equipment and the collection of parking meters
602260	animalier(-iere)	animal
602270	prepose(e) a l assignation des conducteurs - (voie publique)	driver assignment attendant - (public highway)
602280	peintre aspergeur(-euse) - batiments municipaux	spray painter - municipal buildings
602290	technicien(ne) entomologiste	entomology technician
602300	menuisier(-iere) - atelier de fabrication	carpenter - manufacturing workshop
602310	plombier(-iere) - usine de filtration de pompagee	plumber - pumping filtration plant
602320	mecanicien(ne) en controle pneumatique - v.c.r.	pneumatic control mechanic - v.c.r.
602330	electricien(ne) en controle electrique electronique - v.c.r.	electrician in electronic electrical control - v.c.r.
602340	mecanicien(ne) technicien(ne) - eau potable	mechanic technician - drinking water
602360	ouvrier(-iere) des usines - eau potable	factory worker - drinking water
602770	operateur(-trice) d equipement electromecaniqueeubles	electromechanical equipment operator
602840	mecanicien(ne) - appareils motorises - app. immeubles	mechanic - motorized devices - apartment buildings
602860	prep. au proc.   au pompage-usine de filtration   de pompage	prep. to the pumping process-pumping filtration plant
602880	prepose(e) au service - garage - approvisionnement	service attendant - garage - supply
602930	mecanicien(ne) en tuyauterie - biogaz	pipe mechanic - biogas
602950	prepose(e) au service - collections vivantes	service attendant - living collections
602960	technicien(ne) en soins animaliers et plongeur(-euse)	animal care technician and diver
602970	animalier(-iere) - clinique veterinaire	animal keeper - veterinary clinic
602990	ouvrier(ere) general(e) de metiers - biodome	general trades worker - biodome
603000	soudeur(-euse)-assembleur(-euse) de machineries lourdes - forge	welder-assembler of heavy machinery - forge
603010	operateur(-trice) equipement, electro-mecanique - jardin botanique et insectarium	equipment operator, electromechanics - botanical garden and insectarium
603030	prepose(e) au service des sports, loisirs et developpement social	sports, leisure and social development service attendant
603230	etudiant(e) col bleu - l.c.d. restaurants	blue-collar student - l.c.d. restaurants
603240	prepose(e) aux travaux   a la proprete	cleaning attendant
603300	mecanicien(ne) d entretien - biodome	maintenance mechanic - biodome
603730	opérateur(-trice) - usines de l ouest	operator - western factories
604590	electricien(ne) - arrondissement	electrician - district
604640	metallier(-iere)-soudeur(-euse)	metalworker-welder
604920	mecanicien(ne) en tuyauterie - arrondissements	pipe mechanic - districts
605620	journalier(-iere) - etudiant(e) - anjou	day laborer - student - Anjou
605740	prepose(e) a la signalisation	signaling attendant
605750	prepose(e) service installations et parcs	facilities and parks service attendant
606310	electrotechnicien(ne) - arrondissement	electrician - district
606910	ouvrier(-iere) general(e) de metiers - arrondissement	general trades worker - district
607030	peintre-arrondissement	painter-district
607040	plombier(-iere) chauffage	plumber/heating
607470	prepose(e) a la mecanique	mechanical attendant
607700	armurier(-iere)	gunsmith
607720	chauffeur(-euse) de service	service driver
607740	chauffeur(-euse) et aide	driver and assistant
607750	electricien d entretien stat.epuration	maintenance electrician, purification station
607770	electrotechnicien instrum.   controle	instrument electrotechnician.   control
607800	manoeuvre specialise	specialized maneuver
607810	mecanicien(ne) diagnostics	diagnostic mechanic
607830	mecanicien(ne) entretien - usines	maintenance mechanic - factories
607840	mecanicien(ne) de machines fixes - 1ere classe	stationary machine mechanic - 1st class
607850	mecanicien(ne) en tuyauterie refrigeration et chauffage	refrigeration and heating piping mechanic
607860	mecanicien(ne) machines fixes - 2e classe	fixed machine mechanic - 2nd class
607870	mecanicien(ne) d expertise	expert mechanic
607880	menuisier(-iere) installation	installation carpenter
607890	operateur(-trice)	operator
607910	palefrenier(-iere)	groom
607920	peintre batiment et equipements municipaux	building and municipal equipment painter
607930	plombier(-iere) industriel(le)	industrial plumber
607940	pourvoyeur(-euse) installation - station epuration	installation provider - purification station
607950	prepose(e) - exploitation du reseau d eaux usees primaire	primary wastewater network operator
607960	prepose(e) au procede	process attendant
607970	prepose(e) aux menus travaux	minor work attendant
609280	prepose(e) depotoir a neige - stlau	snow dump attendant - stlau
609340	briqueteur(-euse) finisseur(-euse) - arrondissement	bricklayer finisher - district
610900	chauffeur(-euse) autobus	bus driver
611080	apprenti(e) - elagueur(-euse)	apprentice - pruner
611110	peintre debosseleur(-euse)	painter and dent remover
611330	charge(e) de la restauration	catering manager
611360	electrotechnicien - eau potable	electrotechnician - drinking water
611370	prepose(e) entretien sites d approvisionnement en carburant	fuel supply site maintenance attendant
611380	electronicien(ne) - systemes de securite	electronics engineer - security systems
611390	brigade a la proprete - cols bleus	cleanliness brigade - blue collar workers
611410	etudiant(e) - cols bleus	student - blue collar
611420	horticulteur(-trice) specialise(e) - espace pour la vie	specialized horticulturist - space for life
611450	briqueteur(-euse)-macon(ne) et chauffeur(-euse)	bricklayer-mason and driver
611460	cuisinier(-iere)	cook
611470	chargé - service de bar	loaded - bar service
611480	electrotechnicien(ne) industriel(le)	industrial electrotechnician
611490	electricien(ne) industriel(le)	industrial electrician
611500	machiniste-outilleur(-euse)	toolmaker
611510	prepose(e) - exploitation du reseau primaire - eau potable	attendant - primary network operation - drinking water
611520	prepose(e) en charge - exploit.reseau primaire - eau potable	attendant in charge - primary network operation - drinking water
611540	sergent(e) - securite	sergeant - security
611550	frigoriste	refrigeration engineer
611560	depanneur(-euse) polyvalent(e) - pierrefonds-roxboro	multi-skilled repairman - pierrefonds-roxboro
611570	electrotechnicien(ne) - stationnement montreal	electrotechnician - Montreal parking
611630	prepose(e) a l entretien du reseau d aqueduc et d egouts	water and sewer network maintenance worker
611640	prepose(e) en charge - entretien du reseau d aqueduc et d egouts	attendant in charge - maintenance of the water and sewer network
611710	prepose(e) aux equipements de signalisation	signaling equipment attendant
611720	prepose(e) aux travaux et à l entretien	works and maintenance attendant
